x,y,id,time
48.486784400999994,46.51321559900001,2.0,50.0
49.13810596089999,46.861894039100015,2.0,51.0
49.82429536480999,47.175704635190016,2.0,52.0
50.541865828328994,47.45813417167101,2.0,53.0
51.28767924549609,47.712320754503914,2.0,54.0
52.058911320946486,47.94108867905352,2.0,55.0
52.853020188851836,48.14697981114817,2.0,56.0
53.667718169966655,48.33228183003335,2.0,57.0
54.50094635296999,48.49905364703002,2.0,58.0
55.35085171767299,48.64914828232702,2.0,59.0
56.21576654590569,48.78423345409432,2.0,60.0
57.09418989131512,48.90581010868489,2.0,61.0
57.984770902183605,49.0152290978164,2.0,62.0
58.886293811965245,49.11370618803476,2.0,63.0
59.79766443076872,49.20233556923129,2.0,64.0
60.71789798769185,49.28210201230816,2.0,65.0
61.64610818892267,49.35389181107735,2.0,66.0
62.5814973700304,49.418502629969616,2.0,67.0
63.523347633027356,49.47665236697266,2.0,68.0
64.47101286972462,49.5289871302754,2.0,69.0
65.42391158275215,49.57608841724786,2.0,70.0
66.38152042447693,49.618479575523075,2.0,71.0
67.34336838202924,49.65663161797077,2.0,72.0
68.30903154382632,49.69096845617369,2.0,73.0
69.2781283894437,49.72187161055633,2.0,74.0
70.25031555049932,49.7496844495007,2.0,75.0
71.22528399544939,49.77471600455063,2.0,76.0
72.20275559590445,49.79724440409557,2.0,77.0
73.182480036314,49.81751996368602,2.0,78.0
74.1642320326826,49.835767967317416,2.0,79.0
75.14780882941434,49.85219117058568,2.0,80.0
76.13302794647291,49.866972053527114,2.0,81.0
77.11972515182562,49.8802748481744,2.0,82.0
78.10775263664306,49.892247363356965,2.0,83.0
79.09697737297876,49.90302262702127,2.0,84.0
80.08727963568089,49.91272036431915,2.0,85.0
81.0785516721128,49.921448327887234,2.0,86.0
82.07069650490152,49.929303495098516,2.0,87.0
83.06362685441137,49.93637314558867,2.0,88.0
84.05726416897024,49.9427358310298,2.0,89.0
85.05153775207322,49.94846224792682,2.0,90.0
86.0463839768659,49.95361602313414,2.0,91.0
87.0417455791793,49.95825442082073,2.0,92.0
88.03757102126137,49.96242897873866,2.0,93.0
89.03381391913524,49.966186080864794,2.0,94.0
90.03043252722172,49.969567472778316,2.0,95.0
91.02738927449955,49.97261072550049,2.0,96.0
92.0246503470496,49.97534965295044,2.0,97.0
93.02218531234465,49.9778146876554,2.0,98.0
94.01996678111018,49.980033218889865,2.0,99.0
95.01797010299917,49.98202989700088,2.0,100.0
50.0,0.0,3.0,0.0
50.0,0.95,3.0,1.0
50.0,1.9,3.0,2.0
50.0,2.8499999999999996,3.0,3.0
50.0,3.8,3.0,4.0
50.0,4.75,3.0,5.0
50.0,5.7,3.0,6.0
50.0,6.65,3.0,7.0
50.0,7.6000000000000005,3.0,8.0
50.0,8.55,3.0,9.0
50.0,9.5,3.0,10.0
50.0,10.45,3.0,11.0
50.0,11.399999999999999,3.0,12.0
50.0,12.349999999999998,3.0,13.0
50.0,13.299999999999997,3.0,14.0
50.0,14.249999999999996,3.0,15.0
50.0,15.199999999999996,3.0,16.0
50.0,16.149999999999995,3.0,17.0
50.0,17.099999999999994,3.0,18.0
50.0,18.049999999999994,3.0,19.0
50.0,18.999999999999993,3.0,20.0
50.0,19.949999999999992,3.0,21.0
50.0,20.89999999999999,3.0,22.0
50.0,21.84999999999999,3.0,23.0
50.0,22.79999999999999,3.0,24.0
50.0,23.74999999999999,3.0,25.0
50.0,24.69999999999999,3.0,26.0
50.0,25.649999999999988,3.0,27.0
50.0,26.599999999999987,3.0,28.0
50.0,27.549999999999986,3.0,29.0
50.0,28.499999999999986,3.0,30.0
50.0,29.449999999999985,3.0,31.0
50.0,30.399999999999984,3.0,32.0
50.0,31.349999999999984,3.0,33.0
50.0,32.29999999999998,3.0,34.0
50.0,33.249999999999986,3.0,35.0
50.0,34.19999999999999,3.0,36.0
50.0665,35.08349999999999,3.0,37.0
50.194845,35.905154999999986,3.0,38.0
50.38070585,36.669294149999985,3.0,39.0
50.6200564405,37.379943559499985,3.0,40.0
50.909152489665004,38.040847510334984,3.0,41.0
51.24451181538846,38.655488184611535,3.0,42.0
51.622895988311264,39.22710401168872,3.0,43.0
52.041293269129476,39.758706730870514,3.0,44.0
52.496902740290416,40.25309725970958,3.0,45.0
52.98711954847009,40.712880451529905,3.0,46.0
53.509521180077186,41.14047881992281,3.0,47.0
54.06185469747179,41.538145302528214,3.0,48.0
54.64202486864876,41.907975131351236,3.0,49.0
55.24808312784335,42.25191687215665,3.0,50.0
55.87821730889432,42.57178269110568,3.0,51.0
56.53074209727172,42.869257902728286,3.0,52.0
57.2040901504627,43.145909849537304,3.0,53.0
57.89680383993031,43.40319616006969,3.0,54.0
58.607527571135186,43.642472428864814,3.0,55.0
59.33500064115572,43.86499935884427,3.0,56.0
60.07805059627482,44.07194940372517,3.0,57.0
60.83558705453559,44.26441294546441,3.0,58.0
61.606595960718096,44.443404039281894,3.0,59.0
62.39013424346783,44.60986575653216,3.0,60.0
63.18532484642508,44.764675153574906,3.0,61.0
63.99135210717533,44.90864789282466,3.0,62.0
64.80745745967306,45.042542540326934,3.0,63.0
65.63293543749595,45.167064562504045,3.0,64.0
66.46712995687123,45.28287004312876,3.0,65.0
67.30943085989024,45.39056914010975,3.0,66.0
68.15927069969793,45.490729300302064,3.0,67.0
69.01612175071908,45.58387824928092,3.0,68.0
69.87949322816874,45.670506771831256,3.0,69.0
70.74892870219693,45.751071297803065,3.0,70.0
71.62400369304315,45.82599630695685,3.0,71.0
72.50432343453014,45.89567656546987,3.0,72.0
73.38952079411303,45.960479205886976,3.0,73.0
74.27925433852512,46.02074566147488,3.0,74.0
75.17320653482837,46.07679346517164,3.0,75.0
76.07108207739039,46.128917922609624,3.0,76.0
76.97260633197307,46.17739366802695,3.0,77.0
77.87752388873496,46.22247611126507,3.0,78.0
78.78559721652351,46.26440278347651,3.0,79.0
79.69660541136687,46.303394588633154,3.0,80.0
80.6103430325712,46.33965696742883,3.0,81.0
81.52661902029121,46.37338097970881,3.0,82.0
82.44525568887083,46.40474431112919,3.0,83.0
83.36608779064987,46.43391220935015,3.0,84.0
84.28896164530438,46.46103835469564,3.0,85.0
85.21373433013308,46.486265669866945,3.0,86.0
86.14027292702377,46.50972707297626,3.0,87.0
87.06845382213211,46.531546177867924,3.0,88.0
87.99816205458286,46.55183794541717,3.0,89.0
88.92929071076206,46.57070928923797,3.0,90.0
89.86174036100871,46.58825963899131,3.0,91.0
90.79541853573811,46.60458146426192,3.0,92.0
91.73023923823644,46.61976076176359,3.0,93.0
92.66612249155989,46.633877508440136,3.0,94.0
93.6029939171507,46.64700608284932,3.0,95.0
94.54078434295015,46.65921565704987,3.0,96.0
95.47942943894364,46.67057056105638,3.0,97.0
96.4188693782176,46.68113062178243,3.0,98.0
97.35904852174237,46.69095147825766,3.0,99.0
98.29991512522041,46.70008487477962,3.0,100.0
